,adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
9867,False,"[35, 18]",10187,en,Swing Vote,"In a remarkable turn of events, the result of the presidential election comes down to one man's vote.",8.893,2008-08-01,Swing Vote,False,5.7,216
9868,False,"[35, 27]",114606,en,Cockneys vs Zombies,A gang of bank robbers team up with the residents of an old people's home to try to survive a zombie outbreak.,14.319,2012-08-31,Cockneys vs Zombies,False,5.7,349
9869,False,[27],11547,en,Cabin Fever,"A group of five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",14.607,2002-09-14,Cabin Fever,False,5.7,1143
9870,False,"[16, 35, 10751]",8920,en,Garfield,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",195.539,2004-06-10,Garfield,False,5.7,3493
9871,False,[18],271185,en,Ask Me Anything,"Beautiful, wild, funny, and lost, Katie Kampenfelt takes a year off before college to find herself, all the while chronicling her adventures in an anonymous blog into which she pours her innermost secrets. Eventually, Katie's fearless narrative begins to crack, and dark pieces of her past emerge.",8.718,2014-04-19,Ask Me Anything,False,5.7,377
9872,False,"[878, 18]",193687,en,Z for Zachariah,"In the wake of a nuclear war, a young woman survives on her own, fearing she may actually be the proverbial last woman on earth, until she discovers the most astonishing sight of her life: another human being. A distraught scientist, he’s nearly been driven mad by radiation exposure and his desperate search for others. A fragile, imperative strand of trust connects them. But when a stranger enters the valley, their precarious bond begins to unravel.",9.842,2015-08-13,Z for Zachariah,False,5.7,839
9873,False,"[12, 14, 27, 35]",74461,en,Knights of Badassdom,Three best friends and dedicated roleplayers take to the woods to reenact a dungeons and dragons-like scenario as a live action role-playing game. Trouble arises when a prop spellbook purchased from the internet ends up being a genuine grimoire and they unwittingly conjure up a blood-lusting succubus from hell.,11.119,2013-01-21,Knights of Badassdom,False,5.7,355
9874,False,"[35, 10749]",48988,en,Hall Pass,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'—one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life—and themselves—are completely and hilariously out of sync with reality.",18.419,2011-02-25,Hall Pass,False,5.7,1780
9875,False,"[28, 12, 878]",286567,en,Max Steel,"The adventures of teenager Max McGrath and alien companion Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.",18.734,2016-10-14,Max Steel,False,5.7,697
9876,False,[35],15671,en,Picture This,"Bookish and unpopular Mandy finds her luck finally changing when Drew, the school hottie, invites her to the year's biggest party. But with being grounded and Drew's ex-girlfriend bent on thwarting her, Mandy may be destined to remain a geek. Can a little ingenuity and some help from her friends save the day?",11.605,2008-07-13,Picture This,False,5.7,266
9877,False,"[10749, 35]",12620,en,The House Bunny,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",19.404,2008-08-22,The House Bunny,False,5.7,1746
9878,False,"[27, 878, 53]",23410,en,The Thaw,"At a remote Arctic research station, four ecology students discover the real horror of global warming is not the melting ice, but what's frozen within it. A prehistoric parasite is released from the carcass of a Woolly Mammoth upon the unsuspecting students who are forced to quarantine and make necessary sacrifices, or risk infecting the rest of the world.",12.235,2009-08-30,The Thaw,False,5.6,271
9879,False,"[53, 18]",433630,en,Inconceivable,"A mother looks to escape her abusive past by moving to a new town where she befriends another mother, who grows suspicious of her.",13.466,2017-06-30,Inconceivable,False,5.6,298
9880,False,"[18, 12]",86834,en,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,33.632,2014-03-07,Noah,False,5.6,5758
9881,False,"[27, 53, 9648]",38358,en,The Last Exorcism,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",16.986,2010-08-27,The Last Exorcism,False,5.6,913
9882,False,[35],440762,en,Jay and Silent Bob Reboot,Jay and Silent Bob embark on a cross-country mission to stop Hollywood from rebooting a film based on their comic book characters Bluntman and Chronic.,17.645,2019-10-15,Jay and Silent Bob Reboot,False,5.6,442
9883,False,[27],11569,en,Hellraiser III: Hell on Earth,"Pinhead is trapped in the Pillar of Souls. Fortunately for him it is bought by a young playboy who owns his own nightclub. Pinhead busies himself escaping by getting the playboy to lure victims to his presence so he can use their blood. Once free, he seeks to destroy the puzzle box so he need never return to Hell, but a female reporter is investigating the grisly murders and stands in his way.",15.373,1992-09-11,Hellraiser III: Hell on Earth,False,5.6,637
9884,False,"[28, 12]",718444,en,Rogue,"Battle-hardened O’Hara leads a lively mercenary team of soldiers on a daring mission: rescue hostages from their captors in remote Africa. But as the mission goes awry and the team is stranded, O’Hara’s squad must face a bloody, brutal encounter with a gang of rebels.",18.587,2020-08-20,Rogue,False,5.6,624
9885,False,"[28, 35, 27, 37]",10891,en,Tremors 4: The Legend Begins,"This prequel of the bone-chilling Tremors begins in the town of Rejection, Nev., in 1889, where 17 men die under mysterious circumstances. Spooked by recent events, the miners who populate the town leave in droves until there's nothing left but a shell of a community. It's up to the remaining residents to get to the bottom of the deaths -- but they must do so before they, too, are eradicated off the face of the planet.",14.678,2004-01-02,Tremors 4: The Legend Begins,False,5.6,395
9886,False,"[18, 27, 878]",336455,en,Viral,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",9.775,2016-02-18,Viral,False,5.6,452
9887,False,"[35, 12, 28]",604563,fr,OSS 117 : Alerte rouge en Afrique noire,"1981. Hubert Bonisseur de la Bath, aka OSS 117, is back. For this new mission - more delicate, more dangerous and more torrid than ever - he is forced to team up with a young new colleague, the promising OSS 1001.",12.728,2021-08-04,OSS 117: From Africa with Love,False,5.6,646
9888,False,[35],345914,en,The House,"When Scott and Kate Johansen’s daughter gets into the college of her dreams it’s cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn’t come through, and they’re now on the hook for tuition they can’t begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off.",13.826,2017-06-29,The House,False,5.6,826
9889,False,"[35, 18]",18402,en,Something to Talk About,"Grace King Bichon, who is managing her father's riding-stable, discovers that her husband Eddie is deceiving her with another woman. After confronting him in the middle of the night on the streets of their small home town, she decides to stay at her sister Emma Rae's house for a while to make up her mind. Breaking out of her everyday life, she starts to question the authority of everyone.",9.433,1995-08-04,Something to Talk About,False,5.6,209
9890,False,[35],294463,fr,Lou ! Journal infime,"Lou, a creative and dreamy 12-year-old girl, lives alone with her mother in an orange building with tons of little balconies that give access to the roof. Mina has been her best friend since kindergarten, and Lou has been in love with Tristan, one of her neighbors, since elementary school. Her mother has relinquished her own personal happiness of late so as to devote herself to her daughter, but their little bubble bursts when Mom meets a man and Lou at last dares speak to Tristan.",5.745,2014-10-08,Lou!,False,5.6,200
9891,False,"[35, 10749]",481042,it,Non c'è campo,"Prevented from using mobile phones due to the non-existent reception of the location, a school trip to a rural town becomes a life-changing experience of friendship and love for a group of Italian kids and their teacher.",8.199,2017-11-02,Non c'è campo,False,5.6,212
9892,False,"[35, 18, 10749]",174321,en,The English Teacher,"Teacher Linda Sinclair balances her staid home life with an incredible passion for her subject, but her routine is forever altered when a former star pupil and his unsupportive father reenter her life.",14.325,2013-05-16,The English Teacher,False,5.6,320
9893,False,"[35, 28]",9622,en,Beverly Hills Ninja,"Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself.",18.534,1997-01-17,Beverly Hills Ninja,False,5.6,675
9894,False,"[35, 10749]",39451,en,Little Fockers,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",25.424,2010-12-21,Little Fockers,False,5.6,2972
9895,False,[35],418726,it,Qualcosa di nuovo,"Lucia and Maria are two best friends, who have known each other from the beginning of their life, but have very different tastes and behaviors. Lucia is done with men, Maria, on the contrary, cannot be without one. One night, the perfect man shows up in Maria's bed: handsome, sensible, mature and passionate.The next morning brings up misunderstandings and lies which make the two friends split up and take a break for themselves. Maybe that young man met by chance is really the one every woman is looking for, because with his simple theories he manages to paint the perfect picture of the two women's lives.",7.182,2016-10-13,Something New,False,5.6,207
9896,False,"[878, 28, 27, 53]",429471,en,Captive State,"Nearly a decade after occupation by an extraterrestrial force, the lives of a Chicago neighborhood on both sides of the conflict are explored. In a working-class Chicago neighborhood occupied by an alien force for nine years, increased surveillance and the restriction of civil rights have given rise to an authoritarian system -- and dissent among the populace.",16.266,2019-03-15,Captive State,False,5.6,1018
9897,False,"[53, 80, 28]",265208,en,Wild Card,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",34.156,2015-01-14,Wild Card,False,5.6,1588
9898,False,[35],244516,it,Indovina chi viene a Natale?,"A very extended family gathers for the Christmas holidays, after the death of the breadwinner Leonardo Sereni, famous singer. The eldest son Julius, with his wife Marina, has a panettone factory.",5.588,2013-12-19,Indovina chi viene a Natale?,False,5.6,338
9899,False,[35],219318,fr,Eyjafjallajökull,"The eruption of the Icelandic volcano Eyjafjallajökull causes major disruptions to travelers' plans around the world. For Alain and Valérie, it's a catastrophe. Because to make it to the small Greek village in time for their daughter's wedding, this divorced couple, whose mutual hatred knows no bounds, will be obliged to set out on the road together.",6.782,2013-10-02,The Volcano,False,5.6,599
9900,False,"[35, 80]",24271,en,The Maiden Heist,A comedy centered on three museum security guards who devise a plan to steal back the artworks to which they have become attached after they are transferred to another museum.,14.646,2009-05-09,The Maiden Heist,False,5.6,285
9901,False,"[28, 53]",10861,en,Maximum Risk,"Alain Moreau's investigation into the death of his identical twin brother leads him from the beauty of the south of France to the mean streets of New York City and into the arms of his brother's beautiful girlfriend. Pursued by ruthless Russian mobsters and renegade FBI agents, the duo race against time to solve his brother's murder and expose an international conspiracy.",16.534,1996-09-13,Maximum Risk,False,5.6,404
9902,False,"[12, 18]",8915,en,Amelia,"A look at the life of legendary American pilot Amelia Earhart, who disappeared while flying over the Pacific Ocean in 1937 in an attempt to make a flight around the world.",10.701,2009-10-22,Amelia,False,5.6,200
9903,False,[27],484437,en,The Hole in the Ground,"Trying to escape her broken past, Sarah O’Neill is building a new life on the fringes of a backwood rural town with her young son Chris. A terrifying encounter with a mysterious neighbour shatters her fragile security, throwing Sarah into a spiralling nightmare of paranoia and mistrust, as she tries to uncover if the disturbing changes in her little boy are connected to an ominous sinkhole buried deep in the forest that borders their home.",15.575,2019-03-01,The Hole in the Ground,False,5.6,601
9904,False,"[35, 10749]",77875,en,Playing for Keeps,A former sports star who's fallen on hard times starts coaching his son's soccer team in an attempt to get his life together.,15.296,2012-11-29,Playing for Keeps,False,5.6,618
9905,False,"[35, 10749]",10050,en,Get Over It,"When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus ensues a love triangle loosely based upon Shakespeare's ""A Midsummer Night's Dream"", where Berke is only to find himself getting over Allison and beginning to fall for Kelly.",13.699,2001-03-08,Get Over It,False,5.6,258
9906,False,"[35, 10751, 878]",9574,en,Flubber,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",17.326,1997-11-26,Flubber,False,5.6,2131
9907,False,"[35, 53, 9648]",237756,en,Kill Me Three Times,"While on a seemingly routine job, a jaded hit man discovers that he's not the only one with his target in the crosshairs.",10.259,2015-04-10,Kill Me Three Times,False,5.6,463
9908,False,[35],8277,en,American Pie Presents: Beta House,"Erik, Ryan, and Cooze start college and pledge the Beta House fraternity, presided over by none other than legendary Dwight Stifler. But chaos ensues when a fraternity of geeks threatens to stop the debauchery and the Betas have to make a stand for their right to party.",50.687,2007-12-10,American Pie Presents: Beta House,False,5.6,1724
9909,False,"[12, 14, 878, 10751, 28]",475430,en,Artemis Fowl,Artemis Fowl is a 12-year-old genius and descendant of a long line of criminal masterminds. He soon finds himself in an epic battle against a race of powerful underground fairies who may be behind his father's disappearance.,22.258,2020-06-12,Artemis Fowl,False,5.6,1504
9910,False,"[28, 35]",5146,en,The In-Laws,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his new in-laws are international smugglers.",15.667,2003-05-23,The In-Laws,False,5.6,242
9911,False,"[9648, 53, 18, 10749]",301372,en,Voice from the Stone,Verena is a nurse who arrives at an old mansion in Italy to help a young boy who has fallen silent since the sudden passing of his mother.,14.903,2017-04-28,Voice from the Stone,False,5.6,431
9912,False,"[35, 10751, 16, 14, 10402]",23398,en,Alvin and the Chipmunks: The Squeakquel,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",35.103,2009-12-21,Alvin and the Chipmunks: The Squeakquel,False,5.6,2629
9913,False,"[18, 80, 53]",9676,en,The Black Dahlia,"In 1940s Los Angeles, two former boxers-turned-cops must grapple with corruption, narcissism, stag films and family madness as they pursue the killer of an aspiring young actress.",17.702,2006-09-15,The Black Dahlia,False,5.6,968
9914,False,"[53, 28, 80, 18]",2155,en,Reindeer Games,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",15.757,2000-02-25,Reindeer Games,False,5.6,561
9915,False,"[18, 53]",329815,fr,Maryland,An ex-soldier with PTSD is hired to protect the wife and child of a wealthy Lebanese businessman while he's out of town.,8.896,2015-09-30,Disorder,False,5.6,201
9916,False,[35],605286,it,Si vive una volta sola,"Umberto, Lucia and Corrado discover that their co-worker and friend Umberto is terminally ill, but they can't bring themselves to tell him. They decide instead to organize him an unforgettable holiday trip to the South.",5.006,2021-04-28,Si vive una volta sola,False,5.6,222
9917,False,"[18, 10749]",118289,en,Diana,"During the last two years of her life, Princess Diana campaigns against the use of land mines and has a secret love affair with a Pakistani heart surgeon.",11.026,2013-09-19,Diana,False,5.6,448
9918,False,"[12, 16, 10751, 35]",51170,en,Open Season 3,"Boog, Elliot, and their forest friends return with an all-new adventure, this time in a Big Top Circus! The comedy begins when Boog's pals choose their family obligations over the annual guy's trip, and a disappointed Boog decides to take a trip of his own, which leads him right into the middle of a circus ring...literally. When he switches places with a devious look-a-like circus grizzly and falls for an alluring Russian troupe member, he'll come to realize that maybe you don't have to choose between family and friendship after all.",15.53,2010-10-21,Open Season 3,False,5.6,531
9919,False,"[35, 10751, 12]",11888,en,Snow Dogs,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",14.038,2002-01-18,Snow Dogs,False,5.6,660
9920,False,"[35, 10749]",10327,en,"Legally Blonde 2: Red, White & Blonde","Now a rising young lawyer, Elle Woods is about to make partner at her firm, but when she finds out her dog's relatives are being used as cosmetic test subjects, she heads to Washington D.C. to fight for animal rights.",26.759,2003-07-02,"Legally Blonde 2: Red, White & Blonde",False,5.6,1390
9921,False,"[27, 53]",9568,en,The Dentist,"Dr. Feinstone has everything, a beautiful wife and a successful career in dentistry; but when he discovers his wife's affair, he realizes that behind every clean, white surface lies the stench of decay.",10.819,1996-06-07,The Dentist,False,5.6,255
9922,False,"[53, 10749, 18]",412105,en,You Get Me,"After arguing with his girlfriend, Ali, Tyler lands in the arms of sexy new girl, Holly. The next morning, he finds that not only does Ali agree to take him back, but Holly is a new student at their school and is dead set on her new man.",15.919,2017-06-19,You Get Me,False,5.6,1621
9923,False,"[80, 53, 18]",146238,en,Runner Runner,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.",16.005,2013-09-24,Runner Runner,False,5.6,1141
9924,False,[35],124459,en,The Incredible Burt Wonderstone,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",14.514,2013-03-14,The Incredible Burt Wonderstone,False,5.6,1295
9925,False,"[28, 53]",525657,en,Daughter of the Wolf,Ex-military specialist Clair Hamilton returns home from her tour in the Middle East due to her father's passing and to claim her inheritance. Her son is then kidnapped and held for ransom by a gang led by a mysterious figure known only as “Father”.,12.617,2019-06-14,Daughter of the Wolf,False,5.6,273
9926,False,"[35, 10749]",253344,en,Some Kind of Beautiful,"By day, Richard Haig is a successful and well-respected English professor at renowned Trinity College in Cambridge.  By night, Richard indulges his own romantic fantasies with a steady stream of beautiful undergraduates.  But Richard has grown tired of the  game and is looking for something more meaningful and lasting.  So when Kate, Richard’s tanned, athletic, 25-year-old American girlfriend tells him that she is pregnant, Richard is thrilled.  He looks forward to having a family of his own,  being a father his children could be proud of, not some sex-fueled bobcat.  There is only one problem.  Richard’s not in love with Kate.  Richard is in love with Kate’s sister, Olivia. He had been in love with her ever since he first saw her.",16.931,2015-07-16,Some Kind of Beautiful,False,5.6,524
9927,False,"[27, 9648]",9009,en,Dark Water,"Dahlia Williams and her daughter Cecelia move into a rundown apartment on New York's Roosevelt Island. She is currently in midst of divorce proceedings and the apartment, though near an excellent school for her daughter, is all she can afford. From the time she arrives, there are mysterious occurrences and there is a constant drip from the ceiling in her daughter's bedroom.",18.048,2005-07-08,Dark Water,False,5.6,897
9928,False,"[35, 18, 9648]",46837,en,Kaboom,"Smith, a typical young college student who likes partying and engaging in acts of random sex and debauchery, has been having some interesting dreams revolving around two gorgeous women -- and is shocked when he meets the dream girls in real life. Lorelei looks just like his fantasy brunette, while a mysterious red-haired girl being chased by assassins draws him into an international conspiracy. Or is it all just a drug-induced hallucination?",11.127,2010-10-06,Kaboom,False,5.6,276
9929,False,"[28, 35, 80]",41586,en,K-911,"Dooley and his dog Jerry Lee still are active as a police team with the LAPD. However, years starting and counting Captain Roger Byers thinks they urgently need to do something with their condition. He even forces them to work with a second team: the one of the young Sergeant Welles and her disciplined Dobermann Zeus. Dooley and Jerry Lee thinks they can work without their new partners but a mysterious sharp-shooter forces them to the ultimate cooperation",12.165,1999-12-07,K-911,False,5.6,213
9930,False,"[878, 28, 12]",346910,en,The Predator,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",46.493,2018-09-05,The Predator,False,5.6,4184
9931,False,[35],16889,en,Revenge of the Nerds II: Nerds in Paradise,"The members of the Lambda Lambda Lambda fraternity travel to Fort Lauderdale for a fraternity conference. They'll have to beat off the attacks of their rival frat, the Alphas, if they want to maintain their self-respect -- and, of course, if they want to get anywhere with the pretty girls!",13.481,1987-07-10,Revenge of the Nerds II: Nerds in Paradise,False,5.6,239
9932,False,"[28, 53]",4954,en,Drop Zone,"A daring prison break from an airliner at 30,000 feet leaves U.S. Marshal Pete Nessip mourning a brother and gunning for revenge. After being ordered to turn in his badge, he seeks out Jessie Crossman, a noted skydiver, and offers to sponsor her crew for the annual Independence Day parachuting show in Washington, D.C., if she trains him. Meanwhile, the mastermind behind the mid-air jailbreak is planning a daring computer theft on Independence Day.",17.295,1994-12-08,Drop Zone,False,5.6,341
9933,False,"[35, 27]",346671,en,Little Evil,"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",13.65,2017-08-08,Little Evil,False,5.6,851
9934,False,[35],72890,en,Girl Most Likely,"A failed New York playwright stages a suicide in an attempt to win back her ex, only to wind up in the custody of her gambling-addict mother.",10.28,2012-09-07,Girl Most Likely,False,5.6,228
9935,False,"[27, 35, 878]",68684,en,Detention,"As a killer named Cinderhella stalks the student body at the high school in Grizzly Lake, a group of co-eds band together to survive while they're all serving detention.",13.17,2011-03-16,Detention,False,5.6,331
9936,False,"[53, 14, 35, 10751, 9648]",10756,en,The Haunted Mansion,"Workaholic Jim Evers and his wife/business partner Sara get a call one night from  a mansion owner, Edward Gracey, who wants to sell his house. Once the Evers family arrive at the mansion, a torrential thunderstorm of mysterious origin strands them with the brooding, eccentric Gracey, his mysterious butler, and a variety of residents both seen and unseen.",20.367,2003-11-25,The Haunted Mansion,False,5.6,1784
9937,False,"[35, 10749]",2800,en,Rumor Has It...,"Sarah Huttinger's return home with her fiance convinces her that the sedate, proper, country-club lifestyle of her family isn't for her – and that maybe the Huttinger family isn't even hers – as she uncovers secrets that suggest the Huttingers are neither sedate nor proper.",15.383,2005-12-22,Rumor Has It...,False,5.6,1031
9938,False,"[28, 53]",454615,en,Black Water,"A deep cover operative awakens to find himself imprisoned on a submarine. With the help of a fellow prisoner and an amateur agent, he must race against the clock to escape the vessel and expose who set him up.",22.066,2018-05-18,Black Water,False,5.6,223
9939,False,"[28, 12, 14]",205584,en,Gods of Egypt,A common thief joins a mythical god on a quest through Egypt.,34.113,2016-02-25,Gods of Egypt,False,5.6,3752
9940,False,"[27, 35, 14]",11811,en,Leprechaun,A demonic leprechaun terrorizes a group of young people whom he believes stole his gold.,19.136,1993-01-08,Leprechaun,False,5.6,669
9941,False,"[28, 53]",641790,en,Trauma Center,"Lt. Wakes is a vengeful police detective determined to solve the murders of his partner and an informant, and joins forces with a witness injured during the shootings. After the killers pursue the witness across the abandoned floor of a hospital, she confirms Wakes's worst fears.",13.538,2019-12-06,Trauma Center,False,5.6,333
9942,False,[18],164251,en,Serena,"North Carolina mountains at the end of the 1920s – George and Serena Pemberton, love-struck newly-weds, begin to build a timber empire. Serena soon proves herself to be equal to any man: overseeing loggers, hunting rattle-snakes, even saving a man’s life in the wilderness. With power and influence now in their hands, the Pembertons refuse to let anyone stand in the way of their inflated love and ambitions. However, once Serena discovers George’s hidden past and faces an unchangeable fate of her own, the Pemberton’s passionate marriage begins to unravel leading toward a dramatic reckoning.",11.134,2014-10-12,Serena,False,5.6,952
9943,False,"[12, 18]",83770,en,On the Road,"Dean and Sal are the portrait of the Beat Generation. Their search for ""It"" results in a fast paced, energetic roller coaster ride with highs and lows throughout the U.S.",13.293,2012-05-22,On the Road,False,5.6,772
9944,False,"[27, 9648, 53]",40377,en,Psycho IV: The Beginning,Norman Bates recalls his childhood with his abusive mother on a radio show about boys who commit matricide.,15.851,1990-11-10,Psycho IV: The Beginning,False,5.6,213
9945,False,"[27, 14, 35, 9648]",475220,en,In Fabric,"A haunting ghost story set against the backdrop of a busy winter sales period in a department store, following the life of a cursed dress as it passes from person to person, with devastating consequences.",9.681,2018-12-06,In Fabric,False,5.6,261
9946,False,"[53, 18, 9648]",373314,en,Misconduct,"An ambitious lawyer finds himself caught in a power struggle between a corrupt pharmaceutical executive and his firm’s senior partner. When the case takes a deadly turn, he must race to uncover the truth before he loses everything.",11.802,2016-02-05,Misconduct,False,5.6,500
9947,False,[27],27475,en,The Slumber Party Massacre,"An 18-year-old high school girl is left at home by her parents and decides to have a slumber party. Meanwhile, a mass murderer with a propensity for power tools has escaped from prison, and eventually makes his way to the party where the guests begin dropping off one by one.",11.141,1982-09-10,The Slumber Party Massacre,False,5.6,270
9948,False,"[80, 27, 53]",12192,en,Pathology,"Medical student Ted Grey graduates at the top of his class and quickly joins an elite pathology program, whose top students invite him into their circle. There he uncovers a gruesome secret: They play a game in which one tries to commit the perfect, undetectable murder, then the others compete to determine the victim's cause of death.",14.205,2008-04-11,Pathology,False,5.6,403
9949,False,"[18, 35]",559401,fr,Sibyl,"Sibyl, a jaded psychotherapist, returns to her first passion: writing. But her newest patient Margot, a troubled up-and-coming actress, proves to be a source of inspiration that is far too tempting. Fascinated almost to the point of obsession, Sibyl becomes more and more involved in Margot’s tumultuous life, reviving volatile memories that bring her face to face with her past.",13.899,2019-05-24,Sibyl,False,5.6,325
9950,False,"[27, 53, 14]",440597,en,Wish Upon,"A teenage girl discovers a box with magical powers, but those powers comes with a deadly price.",16.027,2017-07-07,Wish Upon,False,5.6,1187
9951,False,"[35, 18, 10751, 878]",9849,en,My Favorite Martian,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",17.177,1999-02-11,My Favorite Martian,False,5.6,264
9952,False,"[14, 35, 10749, 878]",9327,en,The Nutty Professor,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",17.284,1996-06-28,The Nutty Professor,False,5.6,2640
9953,False,"[10751, 28, 12]",20483,en,Catch That Kid,"Athletic twelve-year-old Maddy shares an enthusiasm for mountain climbing with her father Tom. Unfortunately, Tom suffers a spinal injury while scaling Mount Everest, and his family is unable to afford the surgery that can save him. Maddy decides to get the money for her father's operation by robbing a high-security bank. She relies on her climbing skills and help from her friends to pull it off successfully.",12.756,2004-02-06,Catch That Kid,False,5.6,271
9954,False,"[53, 27]",459928,en,12 Feet Deep,Two sisters are trapped under the fiberglass cover of an Olympic sized public pool and must brave the cold and each other to survive the harrowing night.,19.036,2017-06-20,12 Feet Deep,False,5.6,409
9955,False,"[28, 35]",12705,en,Smokey and the Bandit II,"The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail.",15.263,1980-08-15,Smokey and the Bandit II,False,5.6,238
9956,False,[27],371608,en,The Strangers: Prey at Night,"A family’s road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked killers pay them a visit to test the family’s every limit as they struggle to survive.",18.544,2018-03-07,The Strangers: Prey at Night,False,5.6,1189
9957,False,"[35, 18, 10749]",144340,en,Admission,"Straitlaced Princeton University admissions officer, Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago.",18.698,2013-03-21,Admission,False,5.6,567
9958,False,"[27, 18, 53]",414191,en,Our House,Ethan is suffering enormous guilt after his parents are killed in a car accident. He quits a promising future at MIT and work on a revolutionary experiment in order to care for his younger siblings.,14.868,2018-07-27,Our House,False,5.6,306
9959,False,"[28, 35, 27]",10206,en,Buffy the Vampire Slayer,"Blonde, bouncy Buffy is your typical high school cheerleader. But all that changes when a strange man informs her she's been chosen by fate to kill vampires.",20.399,1992-07-24,Buffy the Vampire Slayer,False,5.6,701
